0	PL1-3.txt	0	1156.48	4045.2
0	PL1-2.txt	4159	1155.14	3770
0	PL1-1.txt	4196	1156.73	3685
1	PL1-3.txt	1	1200.55	4043.8
1	PL1-2.txt	3667	1200.83	3943.5
2	PL1-3.txt	2	1024.63	4054.2
2	PL1-2.txt	4484	1023.82	3778.7
2	PL1-1.txt	4970	1023.66	3780.4
3	PL1-3.txt	3	1112.59	4046.9
3	PL1-2.txt	4252	1111.77	3817.9
3	PL1-1.txt	3540	1112.23	3822
4	PL1-3.txt	4	1332.54	4034.8
4	PL1-2.txt	4626	1332.26	3991.5
4	PL1-1.txt	4846	1331.83	3777.1
5	PL1-3.txt	5	734.244	4034.2
5	PL1-2.txt	4944	733.447	4213.2
6	PL1-3.txt	6	1068.63	4048.9
6	PL1-2.txt	5086	1067.64	3967.1
6	PL1-1.txt	3085	1068.53	4236.6
7	PL1-3.txt	7	1244.64	4036.7
7	PL1-2.txt	4009	1244.28	4292.3
8	PL1-3.txt	8	1288.5	4036.2
8	PL1-2.txt	3018	1286.76	4259.3
8	PL1-1.txt	4758	1287.01	4107.5
9	PL1-3.txt	11	668.849	4051.1
9	PL1-2.txt	929	668.212	4051
9	PL1-1.txt	1043	668.288	4036.2
10	PL1-3.txt	13	892.718	4058.3
10	PL1-2.txt	370	891.843	4250.2
11	PL1-3.txt	14	1376.69	4028.8
11	PL1-2.txt	4648	1377.36	3640
11	PL1-1.txt	3829	1376.47	3723.3
12	PL1-3.txt	15	713.264	4042.7
12	PL1-1.txt	1622	712.741	4025
13	PL1-3.txt	17	690.203	4040.7
13	PL1-2.txt	932	690.274	4055.9
13	PL1-1.txt	1281	689.853	4036.2
14	PL1-3.txt	19	646.424	4039.4
14	PL1-2.txt	689	646.175	4055.5
14	PL1-1.txt	561	646.05	4036.9
15	PL1-3.txt	20	624.615	4047
15	PL1-2.txt	757	624.307	4056.4
15	PL1-1.txt	805	623.896	4036.6
16	PL1-3.txt	21	602.398	4047.1
16	PL1-2.txt	844	602.029	4056.9
16	PL1-1.txt	1914	602.042	4035.9
17	PL1-3.txt	22	734.409	1870
17	PL1-2.txt	1253	733.292	1862.6
17	PL1-1.txt	4257	734.212	1951.5
18	PL1-3.txt	23	1311.32	2052.8
18	PL1-2.txt	236	1311.87	1837
18	PL1-1.txt	303	1310.96	1909.1
19	PL1-3.txt	24	980.905	2081.9
19	PL1-2.txt	1439	981.152	1942.4
20	PL1-3.txt	25	1465.1	4016.6
20	PL1-1.txt	4015	1464.42	3763.7
21	PL1-3.txt	26	802.629	4044.7
21	PL1-2.txt	4987	802.494	3726
21	PL1-1.txt	4944	802.876	3702.3
22	PL1-3.txt	27	875.247	1077.8
22	PL1-2.txt	194	874.6	1062.9
22	PL1-1.txt	359	875.003	997.51
23	PL1-3.txt	28	635.013	1644.3
23	PL1-2.txt	2741	633.807	1607.2
24	PL1-3.txt	29	674.183	932.77
24	PL1-2.txt	180	674.043	965.87
24	PL1-1.txt	1667	673.86	916.38
25	PL1-3.txt	30	1420.63	4025.7
25	PL1-2.txt	4177	1421.3	3986.9
25	PL1-1.txt	4572	1420.33	3882.3
26	PL1-3.txt	31	1123.91	2095.6
26	PL1-2.txt	2715	1124.63	2138.1
26	PL1-1.txt	1378	1125.26	2274.5
27	PL1-3.txt	32	580.45	4049.7
27	PL1-2.txt	821	579.966	4056.1
27	PL1-1.txt	1109	579.888	4039.4
28	PL1-3.txt	33	822.033	4033.1
28	PL1-2.txt	4761	822.074	4043.7
29	PL1-3.txt	34	782.179	1984.1
29	PL1-2.txt	1155	782.187	1968.1
29	PL1-1.txt	453	782.993	1934.3
30	PL1-3.txt	35	558.739	4055.8
30	PL1-2.txt	1342	558.113	4056.1
30	PL1-1.txt	1000	557.682	4041.6
31	PL1-3.txt	36	1497.78	1853.8
31	PL1-2.txt	4073	1497.91	1905.2
31	PL1-1.txt	2270	1497.32	1847.7
32	PL1-3.txt	37	943.94	1321.7
32	PL1-2.txt	1113	944.991	1255.3
32	PL1-1.txt	1036	945.302	1253.7
33	PL1-3.txt	38	1134.83	1829.2
33	PL1-2.txt	1169	1135.3	1833.7
33	PL1-1.txt	437	1134.29	1756.3
34	PL1-3.txt	39	961.134	1309.9
34	PL1-2.txt	159	961.404	1471.1
34	PL1-1.txt	25	960.76	1529.6
35	PL1-3.txt	41	859.4	1486.3
35	PL1-2.txt	3537	859.257	1428.4
35	PL1-1.txt	2457	859.304	1318.2
36	PL1-3.txt	42	904.05	1237.7
36	PL1-2.txt	232	903.122	1350.6
36	PL1-1.txt	733	902.962	1420.7
37	PL1-3.txt	43	1228.74	4100.7
37	PL1-2.txt	4815	1227.5	4000.8
37	PL1-1.txt	4154	1228.35	3951.4
38	PL1-3.txt	44	536.338	4055.9
38	PL1-2.txt	3283	536.113	4059
38	PL1-1.txt	4381	536.039	4042.1
39	PL1-3.txt	48	1141.38	4105.2
39	PL1-2.txt	4773	1141.61	3823.3
40	PL1-3.txt	49	769.002	1078.2
40	PL1-2.txt	4016	768.203	1048.5
40	PL1-1.txt	14	769.297	1320.5
41	PL1-3.txt	52	643.227	4118.5
41	PL1-2.txt	3758	642.263	4126.2
41	PL1-1.txt	5045	642.738	4151.6
42	PL1-3.txt	53	1272.81	4100
42	PL1-1.txt	2767	1272.96	4100.4
43	PL1-3.txt	55	514.048	4056
43	PL1-2.txt	2691	513.961	4056.4
44	PL1-3.txt	57	888.966	2347.8
44	PL1-1.txt	4255	888.084	2474
45	PL1-3.txt	58	573.697	843.1
45	PL1-2.txt	397	574.545	840.97
45	PL1-1.txt	912	574.662	887
46	PL1-3.txt	60	1244.9	4115.2
46	PL1-2.txt	1600	1245.12	4232.5
47	PL1-3.txt	61	1129.65	2355.3
47	PL1-2.txt	657	1131.18	2210.4
48	PL1-3.txt	62	704.348	533.49
48	PL1-2.txt	15	704.558	717.4
48	PL1-1.txt	6	704.529	726.21
49	PL1-3.txt	63	762.284	909.26
49	PL1-2.txt	856	762.717	773.09
49	PL1-1.txt	1831	762.353	898.39
50	PL1-3.txt	64	738.899	1064.8
50	PL1-2.txt	2292	739.164	1049.5
51	PL1-3.txt	65	1456.38	1639.7
51	PL1-2.txt	78	1456.91	1767.1
51	PL1-1.txt	2041	1457.74	1746.9
52	PL1-3.txt	66	866.021	4040.5
52	PL1-2.txt	3650	867.199	4069.3
53	PL1-3.txt	68	954.2	2154.7
53	PL1-2.txt	1875	954.928	2242.2
53	PL1-1.txt	2674	954.269	2082
54	PL1-3.txt	69	1087	2075.3
54	PL1-2.txt	1669	1087.13	1982.5
55	PL1-3.txt	70	715.409	875.39
55	PL1-2.txt	3850	715.188	701.27
55	PL1-1.txt	4654	715.382	554.2
56	PL1-3.txt	71	986.459	1738.9
56	PL1-2.txt	13	985.63	1764.1
56	PL1-1.txt	504	985.582	1738.1
57	PL1-3.txt	72	1074.29	1494.6
57	PL1-1.txt	682	1074.23	1441.3
58	PL1-3.txt	73	1044.87	2283.6
58	PL1-1.txt	1743	1044.62	2328.8
59	PL1-3.txt	74	1201.22	4121.9
59	PL1-2.txt	3165	1200.94	4083.7
60	PL1-3.txt	75	832.07	4006.2
60	PL1-2.txt	3627	833.812	3776.7
60	PL1-1.txt	4158	833.114	4005.9
61	PL1-3.txt	76	1203.69	2578.6
61	PL1-2.txt	1410	1203.72	2506.2
62	PL1-3.txt	78	905.049	1708.8
