0	PL1-3.txt	4	1332.54	4034.8
0	PL1-2.txt	4626	1332.26	3991.5
1	PL1-3.txt	5	734.244	4034.2
1	PL1-2.txt	1346	734.776	4055.4
1	PL1-1.txt	2091	735.251	4017.7
2	PL1-3.txt	7	1244.64	4036.7
2	PL1-2.txt	3192	1245.3	4023.8
3	PL1-3.txt	8	1288.5	4036.2
3	PL1-1.txt	4490	1287.34	4030.5
4	PL1-3.txt	11	668.849	4051.1
4	PL1-2.txt	929	668.212	4051
4	PL1-1.txt	1043	668.288	4036.2
5	PL1-3.txt	15	713.264	4042.7
5	PL1-1.txt	1622	712.741	4025
6	PL1-3.txt	17	690.203	4040.7
6	PL1-2.txt	932	690.274	4055.9
6	PL1-1.txt	1281	689.853	4036.2
7	PL1-3.txt	19	646.424	4039.4
7	PL1-2.txt	689	646.175	4055.5
7	PL1-1.txt	561	646.05	4036.9
8	PL1-3.txt	20	624.615	4047
8	PL1-2.txt	757	624.307	4056.4
8	PL1-1.txt	805	623.896	4036.6
9	PL1-3.txt	21	602.398	4047.1
9	PL1-2.txt	844	602.029	4056.9
9	PL1-1.txt	1914	602.042	4035.9
10	PL1-3.txt	22	734.409	1870
10	PL1-2.txt	1253	733.292	1862.6
11	PL1-3.txt	24	980.905	2081.9
11	PL1-1.txt	354	979.672	2097.9
12	PL1-3.txt	25	1465.1	4016.6
12	PL1-1.txt	2749	1466.17	3990.1
13	PL1-3.txt	27	875.247	1077.8
13	PL1-2.txt	194	874.6	1062.9
13	PL1-1.txt	359	875.003	997.51
14	PL1-3.txt	28	635.013	1644.3
14	PL1-2.txt	2741	633.807	1607.2
15	PL1-3.txt	29	674.183	932.77
15	PL1-2.txt	180	674.043	965.87
15	PL1-1.txt	1667	673.86	916.38
16	PL1-3.txt	30	1420.63	4025.7
16	PL1-2.txt	4177	1421.3	3986.9
17	PL1-3.txt	31	1123.91	2095.6
17	PL1-2.txt	2715	1124.63	2138.1
18	PL1-3.txt	32	580.45	4049.7
18	PL1-2.txt	821	579.966	4056.1
18	PL1-1.txt	1109	579.888	4039.4
19	PL1-3.txt	33	822.033	4033.1
19	PL1-2.txt	4761	822.074	4043.7
20	PL1-3.txt	34	782.179	1984.1
20	PL1-2.txt	1155	782.187	1968.1
20	PL1-1.txt	453	782.993	1934.3
21	PL1-3.txt	35	558.739	4055.8
21	PL1-2.txt	1342	558.113	4056.1
21	PL1-1.txt	1000	557.682	4041.6
22	PL1-3.txt	36	1497.78	1853.8
22	PL1-2.txt	4073	1497.91	1905.2
22	PL1-1.txt	2270	1497.32	1847.7
23	PL1-3.txt	37	943.94	1321.7
23	PL1-2.txt	769	944.736	1380.6
24	PL1-3.txt	38	1134.83	1829.2
24	PL1-2.txt	1169	1135.3	1833.7
25	PL1-3.txt	41	859.4	1486.3
25	PL1-2.txt	3537	859.257	1428.4
26	PL1-3.txt	44	536.338	4055.9
26	PL1-2.txt	3283	536.113	4059
26	PL1-1.txt	4381	536.039	4042.1
27	PL1-3.txt	46	743.048	4020.5
27	PL1-1.txt	988	743.077	4032.2
28	PL1-3.txt	48	1141.38	4105.2
28	PL1-1.txt	4780	1142.65	4083.4
