0	PL_4.txt	1	1001	1001
0	PL_1.txt	1	1001	1001
0	PL_3.txt	1	1001	1001
1	PL_4.txt	3	1003	1003
1	PL_1.txt	3	1003	1003
1	PL_2.txt	3	1003	1003
1	PL_3.txt	3	1003	1003
2	PL_4.txt	5	1005	1005
2	PL_1.txt	5	1005	1005
2	PL_2.txt	5	1005	1005
2	PL_3.txt	5	1005	1005
3	PL_4.txt	6	1006	1006
3	PL_1.txt	6	1006	1006
3	PL_2.txt	6	1006	1006
3	PL_3.txt	6	1006	1006
4	PL_4.txt	15	1015	1015
4	PL_1.txt	15	1015	1015
4	PL_2.txt	15	1015	1015
4	PL_3.txt	15	1015	1015
5	PL_4.txt	16	1016	1016
5	PL_1.txt	16	1016	1016
5	PL_3.txt	16	1016	1016
6	PL_4.txt	17	1017	1017
6	PL_1.txt	17	1017	1017
6	PL_2.txt	17	1017	1017
6	PL_3.txt	17	1017	1017
7	PL_4.txt	20	1020	1020
7	PL_1.txt	20	1020	1020
7	PL_2.txt	20	1020	1020
7	PL_3.txt	20	1020	1020
8	PL_4.txt	22	1022	1022
8	PL_1.txt	22	1022	1022
8	PL_2.txt	22	1022	1022
9	PL_4.txt	26	1026	1026
9	PL_1.txt	26	1026	1026
9	PL_3.txt	26	1026	1026
10	PL_4.txt	28	1028	1028
10	PL_1.txt	28	1028	1028
10	PL_2.txt	28	1028	1028
11	PL_4.txt	30	1030	1030
11	PL_1.txt	30	1030	1030
11	PL_2.txt	30	1030	1030
12	PL_4.txt	39	1039	1039
12	PL_1.txt	39	1039	1039
12	PL_2.txt	39	1039	1039
12	PL_3.txt	39	1039	1039
13	PL_4.txt	42	1042	1042
13	PL_1.txt	42	1042	1042
13	PL_2.txt	42	1042	1042
14	PL_4.txt	43	1043	1043
14	PL_1.txt	43	1043	1043
14	PL_3.txt	43	1043	1043
15	PL_4.txt	48	1048	1048
15	PL_1.txt	48	1048	1048
15	PL_2.txt	48	1048	1048
16	PL_4.txt	49	1049	1049
16	PL_1.txt	49	1049	1049
16	PL_2.txt	49	1049	1049
16	PL_3.txt	49	1049	1049
17	PL_4.txt	50	1050	1050
17	PL_1.txt	50	1050	1050
17	PL_2.txt	50	1050	1050
17	PL_3.txt	50	1050	1050
18	PL_4.txt	52	1052	1052
18	PL_1.txt	52	1052	1052
18	PL_2.txt	52	1052	1052
19	PL_4.txt	53	1053	1053
19	PL_1.txt	53	1053	1053
19	PL_2.txt	53	1053	1053
19	PL_3.txt	53	1053	1053
20	PL_4.txt	55	1055	1055
20	PL_1.txt	55	1055	1055
20	PL_2.txt	55	1055	1055
20	PL_3.txt	55	1055	1055
21	PL_4.txt	58	1058	1058
21	PL_1.txt	58	1058	1058
21	PL_3.txt	58	1058	1058
22	PL_4.txt	64	1064	1064
22	PL_1.txt	64	1064	1064
22	PL_3.txt	64	1064	1064
23	PL_4.txt	65	1065	1065
23	PL_1.txt	65	1065	1065
23	PL_2.txt	65	1065	1065
23	PL_3.txt	65	1065	1065
24	PL_4.txt	66	1066	1066
24	PL_1.txt	66	1066	1066
24	PL_3.txt	66	1066	1066
25	PL_4.txt	67	1067	1067
25	PL_1.txt	67	1067	1067
25	PL_3.txt	67	1067	1067
26	PL_4.txt	68	1068	1068
26	PL_1.txt	68	1068	1068
26	PL_2.txt	68	1068	1068
26	PL_3.txt	68	1068	1068
27	PL_4.txt	74	1074	1074
27	PL_1.txt	74	1074	1074
27	PL_2.txt	74	1074	1074
27	PL_3.txt	74	1074	1074
28	PL_4.txt	80	1080	1080
28	PL_1.txt	80	1080	1080
28	PL_3.txt	80	1080	1080
29	PL_4.txt	82	1082	1082
29	PL_1.txt	82	1082	1082
29	PL_2.txt	82	1082	1082
29	PL_3.txt	82	1082	1082
30	PL_4.txt	87	1087	1087
30	PL_1.txt	87	1087	1087
30	PL_2.txt	87	1087	1087
30	PL_3.txt	87	1087	1087
31	PL_4.txt	89	1089	1089
31	PL_1.txt	89	1089	1089
31	PL_2.txt	89	1089	1089
31	PL_3.txt	89	1089	1089
32	PL_4.txt	90	1090	1090
32	PL_1.txt	90	1090	1090
32	PL_2.txt	90	1090	1090
33	PL_4.txt	93	1093	1093
33	PL_1.txt	93	1093	1093
33	PL_3.txt	93	1093	1093
34	PL_4.txt	95	1095	1095
34	PL_1.txt	95	1095	1095
34	PL_3.txt	95	1095	1095
35	PL_4.txt	96	1096	1096
35	PL_1.txt	96	1096	1096
35	PL_2.txt	96	1096	1096
35	PL_3.txt	96	1096	1096
36	PL_4.txt	97	1097	1097
36	PL_1.txt	97	1097	1097
36	PL_2.txt	97	1097	1097
36	PL_3.txt	97	1097	1097
37	PL_4.txt	103	1103	1103
37	PL_1.txt	103	1103	1103
37	PL_2.txt	103	1103	1103
37	PL_3.txt	103	1103	1103
38	PL_4.txt	106	1106	1106
38	PL_1.txt	106	1106	1106
38	PL_2.txt	106	1106	1106
39	PL_4.txt	112	1112	1112
39	PL_1.txt	112	1112	1112
39	PL_2.txt	112	1112	1112
39	PL_3.txt	112	1112	1112
40	PL_4.txt	121	1121	1121
40	PL_1.txt	121	1121	1121
40	PL_2.txt	121	1121	1121
40	PL_3.txt	121	1121	1121
41	PL_4.txt	122	1122	1122
41	PL_1.txt	122	1122	1122
41	PL_3.txt	122	1122	1122
42	PL_4.txt	123	1123	1123
42	PL_1.txt	123	1123	1123
42	PL_3.txt	123	1123	1123
43	PL_4.txt	128	1128	1128
43	PL_1.txt	128	1128	1128
43	PL_2.txt	128	1128	1128
43	PL_3.txt	128	1128	1128
44	PL_4.txt	129	1129	1129
44	PL_1.txt	129	1129	1129
44	PL_2.txt	129	1129	1129
45	PL_4.txt	131	1131	1131
45	PL_1.txt	131	1131	1131
45	PL_2.txt	131	1131	1131
45	PL_3.txt	131	1131	1131
46	PL_4.txt	133	1133	1133
46	PL_1.txt	133	1133	1133
46	PL_3.txt	133	1133	1133
47	PL_4.txt	135	1135	1135
47	PL_1.txt	135	1135	1135
47	PL_2.txt	135	1135	1135
48	PL_4.txt	138	1138	1138
48	PL_1.txt	138	1138	1138
48	PL_2.txt	138	1138	1138
49	PL_4.txt	141	1141	1141
49	PL_1.txt	141	1141	1141
49	PL_3.txt	141	1141	1141
50	PL_4.txt	142	1142	1142
50	PL_1.txt	142	1142	1142
50	PL_3.txt	142	1142	1142
51	PL_4.txt	144	1144	1144
51	PL_1.txt	144	1144	1144
51	PL_3.txt	144	1144	1144
52	PL_4.txt	146	1146	1146
52	PL_1.txt	146	1146	1146
52	PL_2.txt	146	1146	1146
52	PL_3.txt	146	1146	1146
53	PL_4.txt	158	1158	1158
53	PL_1.txt	158	1158	1158
53	PL_2.txt	158	1158	1158
54	PL_4.txt	160	1160	1160
54	PL_1.txt	160	1160	1160
54	PL_3.txt	160	1160	1160
55	PL_4.txt	167	1167	1167
55	PL_1.txt	167	1167	1167
55	PL_2.txt	167	1167	1167
56	PL_4.txt	174	1174	1174
56	PL_1.txt	174	1174	1174
56	PL_3.txt	174	1174	1174
57	PL_4.txt	176	1176	1176
57	PL_1.txt	176	1176	1176
57	PL_3.txt	176	1176	1176
58	PL_4.txt	177	1177	1177
58	PL_1.txt	177	1177	1177
58	PL_2.txt	177	1177	1177
59	PL_4.txt	179	1179	1179
59	PL_1.txt	179	1179	1179
59	PL_2.txt	179	1179	1179
60	PL_4.txt	180	1180	1180
60	PL_1.txt	180	1180	1180
60	PL_3.txt	180	1180	1180
61	PL_4.txt	184	1184	1184
61	PL_1.txt	184	1184	1184
61	PL_2.txt	184	1184	1184
62	PL_4.txt	191	1191	1191
62	PL_1.txt	191	1191	1191
62	PL_3.txt	191	1191	1191
63	PL_4.txt	192	1192	1192
63	PL_1.txt	192	1192	1192
63	PL_2.txt	192	1192	1192
64	PL_4.txt	197	1197	1197
64	PL_1.txt	197	1197	1197
64	PL_2.txt	197	1197	1197
65	PL_4.txt	207	1207	1207
65	PL_1.txt	207	1207	1207
65	PL_2.txt	207	1207	1207
65	PL_3.txt	207	1207	1207
66	PL_4.txt	209	1209	1209
66	PL_1.txt	209	1209	1209
66	PL_2.txt	209	1209	1209
66	PL_3.txt	209	1209	1209
67	PL_4.txt	211	1211	1211
67	PL_1.txt	211	1211	1211
67	PL_2.txt	211	1211	1211
67	PL_3.txt	211	1211	1211
68	PL_4.txt	212	1212	1212
68	PL_1.txt	212	1212	1212
68	PL_3.txt	212	1212	1212
69	PL_4.txt	218	1218	1218
69	PL_1.txt	218	1218	1218
69	PL_2.txt	218	1218	1218
69	PL_3.txt	218	1218	1218
70	PL_4.txt	219	1219	1219
70	PL_1.txt	219	1219	1219
70	PL_2.txt	219	1219	1219
71	PL_4.txt	221	1221	1221
71	PL_1.txt	221	1221	1221
71	PL_2.txt	221	1221	1221
72	PL_4.txt	222	1222	1222
72	PL_1.txt	222	1222	1222
72	PL_2.txt	222	1222	1222
72	PL_3.txt	222	1222	1222
73	PL_4.txt	223	1223	1223
73	PL_1.txt	223	1223	1223
73	PL_2.txt	223	1223	1223
73	PL_3.txt	223	1223	1223
74	PL_4.txt	225	1225	1225
74	PL_1.txt	225	1225	1225
74	PL_2.txt	225	1225	1225
74	PL_3.txt	225	1225	1225
75	PL_4.txt	231	1231	1231
75	PL_1.txt	231	1231	1231
75	PL_2.txt	231	1231	1231
75	PL_3.txt	231	1231	1231
76	PL_4.txt	232	1232	1232
76	PL_1.txt	232	1232	1232
76	PL_2.txt	232	1232	1232
77	PL_4.txt	240	1240	1240
77	PL_1.txt	240	1240	1240
77	PL_2.txt	240	1240	1240
77	PL_3.txt	240	1240	1240
78	PL_4.txt	245	1245	1245
78	PL_1.txt	245	1245	1245
78	PL_2.txt	245	1245	1245
78	PL_3.txt	245	1245	1245
79	PL_4.txt	249	1249	1249
79	PL_1.txt	249	1249	1249
79	PL_2.txt	249	1249	1249
80	PL_4.txt	250	1250	1250
80	PL_1.txt	250	1250	1250
80	PL_2.txt	250	1250	1250
80	PL_3.txt	250	1250	1250
81	PL_4.txt	251	1251	1251
81	PL_1.txt	251	1251	1251
81	PL_3.txt	251	1251	1251
82	PL_4.txt	253	1253	1253
82	PL_1.txt	253	1253	1253
82	PL_2.txt	253	1253	1253
82	PL_3.txt	253	1253	1253
83	PL_4.txt	257	1257	1257
83	PL_1.txt	257	1257	1257
83	PL_2.txt	257	1257	1257
84	PL_4.txt	258	1258	1258
84	PL_1.txt	258	1258	1258
84	PL_2.txt	258	1258	1258
84	PL_3.txt	258	1258	1258
