87.99531	1	9987	187.98
92.949492	1	866	190.02
80.536432	1	2432	190.02
84.047347	1	16286	199.98
88.932242	1	853	54
86.061134	1	1824	124.02
115.091769	1	931	18
101.951031	1	842	37.98
83.524196	1	1273	190.02
86.990093	1	59689	190.02
120.099232	1	1860	163.98
84.013952	1	5247	186
99.969466	1	228	76.02
209.15671	1	1651	12
97.995471	1	1607	184.02
89.060047	1	1390	163.98
96.007609	1	272	178.02
225.203239	1	281	12
88.950586	1	13826	187.98
225.084501	1	755	6
83.016361	1	7604	190.02
83.009298	1	2767	228
84.83828	1	829	190.02
85.961982	1	5388	187.98
100.027516	1	33516	190.02
100.028245	1	6919	229.98
101.952955	1	28404	208.02
101.953001	1	6198	246
92.05815	1	1385	174
81.03417	1	2267	196.02
81.034171	1	1490	226.02
107.000672	1	5316	186
219.066698	1	184	18
270.948672	1	356	6
163.475146	1	186	36
97.067774	1	4332	160.02
112.01163	1	4207	190.02
239.127559	1	1139	18
104.111292	1	291	91.98
86.517961	1	130	228
204.942531	1	146	19.98
206.08935	1	476	24
159.124985	1	3922	127.98
269.261529	1	121	22.02
129.02337	1	9031	190.02
92.529259	1	1529	190.02
367.886039	1	238	6
110.012003	1	26274	190.02
110.016399	1	5285	228
191.183798	1	608	34.02
199.046583	1	455	43.98
167.048322	1	2126	127.98
106.070114	1	710	169.98
208.17056	1	129	34.02
102.02897	1	4644	190.02
116.074445	1	329	91.98
96.995537	1	5007	187.98
118.043808	1	7605	187.98
459.83879	1	296	7.98
204.127708	1	627	46.02
132.082073	1	197	154.02
135.052091	1	1199	94.02
111.018252	1	4581	187.98
84.080987	1	50974	223.98
84.080973	1	40726	270
273.916358	1	97	22.02
712.196124	1	430	10.02
712.389799	1	739	7.98
101.018679	1	12081	192
101.011344	1	6394	228
88.514607	1	493	193.98
163.975686	1	2953	172.02
105.006091	1	26619	190.02
145.127341	1	536	166.02
78.034932	1	147	270
224.122487	1	95	58.02
188.981165	1	230	85.98
154.129171	1	328	97.98
110.533053	1	248	192
115.011703	1	1125	186
176.976446	1	1732	78
292.915023	1	152	31.98
106.007932	1	2780	187.98
86.094531	1	51177	270
86.096761	1	5713	217.98
165.973541	1	1247	175.98
432.902111	1	358	6
85.085594	1	3288	270
449.843897	1	595	18
176.117164	1	252	96
128.024401	1	39090	190.02
128.027681	1	10080	228
276.934515	1	554	54
83.969322	1	198	226.02
116.994821	1	5702	226.02
116.988699	1	5491	193.98
166.112221	1	251	169.98
233.950042	1	658	90
120.039496	1	2194	187.98
177.102139	1	1574	145.98
252.176798	1	517	108
120.98379	1	3729	190.02
88.081661	1	1606	252
712.769201	1	346	24
417.855353	1	107	31.98
367.34993	1	139	31.98
164.103324	1	578	162
363.899962	1	112	42
140.111949	1	111	175.98
130.028173	1	6983	186
91.532009	1	151	193.98
178.130232	1	414	150
214.928189	1	17006	186
178.998155	1	273	136.02
90.00493	1	694	226.02
271.237718	1	406	108
176.98317	1	1052	163.98
96.016212	1	1123	226.02
283.253965	1	202	67.98
223.075022	1	2339	186
498.316391	1	129	31.98
420.359767	1	170	46.02
229.090197	1	1017	96
475.846835	1	143	36
321.932797	1	554	64.02
300.9362	1	3530	181.98
247.231798	1	858	132
358.865268	1	703	66
339.906295	1	285	73.98
167.987275	1	293	174
106.126711	1	992	211.98
282.918838	1	644	76.02
218.103071	1	1359	187.98
154.036385	1	4393	226.02
92.011731	1	1439	226.02
263.889668	1	147	90
171.980114	1	957	174
131.014655	1	7027	223.98
131.022567	1	6772	192
157.053898	1	2536	187.98
266.977955	1	238	102
101.534644	1	155	192
223.201318	1	862	139.98
118.093832	1	6858	216
118.087811	1	1722	271.98
390.364776	1	503	72
132.041512	1	1543	193.98
125.987851	1	2326	192
98.013491	1	2007	226.02
209.164891	1	880	154.02
157.489227	1	645	178.02
165.482097	1	200	174
183.975479	1	4075	180
89.063429	1	4862	258
133.988889	1	7377	193.98
164.489797	1	658	178.02
119.967839	1	3547	210
107.468251	1	225	193.98
175.497857	1	827	178.02
107.960572	1	518	193.98
193.463579	1	530	172.02
138.012665	1	1803	193.98
360.395826	1	1225	181.98
146.038253	1	8924	190.02
146.038031	1	4478	226.02
163.47933	1	278	175.98
183.108734	1	3521	181.98
273.200059	1	616	136.02
105.947144	1	1687	198
233.890319	1	158	154.02
97.030739	1	5567	226.02
97.030448	1	2689	202.02
201.965718	1	3004	190.02
154.989684	1	2173	180
166.495275	1	952	178.02
143.009306	1	7136	198
143.023342	1	5177	228
209.055435	1	13905	226.02
209.051417	1	8841	193.98
176.499126	1	446	175.98
177.018939	1	37455	222
143.997894	1	2265	192
211.17122	1	1352	169.98
357.832608	1	275	127.98
437.812219	1	257	85.98
158.490382	1	243	178.02
299.946816	1	961	193.98
147.033835	1	6831	192
123.025631	1	4520	192
221.160535	1	2552	174
87.046146	1	2471	256.02
111.08465	1	5289	256.02
145.018448	1	12361	199.98
181.040539	1	3247	190.02
259.936232	1	1963	187.98
198.94894	1	7614	186
139.055914	1	3299	222
115.02821	1	2196	223.98
127.036667	1	4002	226.02
124.048643	1	9349	268.02
127.008872	1	1373	190.02
236.202151	1	355	162
352.906163	1	3869	187.98
160.046287	1	2535	190.02
466.872542	1	2655	187.98
114.89531	1	2444	208.02
223.946506	1	688	175.98
142.038854	1	1707	223.98
113.538364	1	118	193.98
115.975207	1	3312	193.98
126.034041	1	1473	226.02
468.856169	1	1243	124.02
468.868573	1	2643	187.98
200.976709	1	6702	186
225.086326	1	2967	187.98
102.064442	1	1067	204
128.993133	1	9405	223.98
114.960124	1	2179	193.98
102.064937	1	585	240
167.486639	1	393	178.02
118.482349	1	306	193.98
214.449723	1	126	175.98
262.946574	1	2303	192
119.02413	1	9846	226.02
119.025563	1	7331	196.02
119.496546	1	582	193.98
157.565666	1	295	192
213.946989	1	773	175.98
158.929552	1	1659	186
214.100184	1	1596	187.98
261.442587	1	655	178.02
251.950225	1	3379	184.02
351.91173	1	3496	186
139.016054	1	1767	193.98
105.111627	1	23928	214.02
242.953103	1	3788	192
187.047232	1	5780	190.02
134.029714	1	1637	226.02
159.045224	1	2747	187.98
161.031331	1	17091	226.02
161.032578	1	13278	193.98
163.034772	1	16115	190.02
163.036476	1	12658	228
291.94883	1	1801	190.02
144.03369	1	1616	226.02
166.071155	1	2540	190.02
280.949799	1	1746	192
139.918051	1	3181	210
160.588944	1	446	190.02
224.078691	1	315	180
110.978632	1	14142	223.98
203.052284	1	43605	208.02
162.035565	1	8180	226.02
162.028426	1	6053	193.98
204.063449	1	1556	190.02
130.545033	1	718	198
349.851354	1	251	154.02
297.068222	1	3055	190.02
163.568109	1	559	193.98
178.034143	1	8826	226.02
175.043468	1	16570	187.98
231.110527	1	5039	187.98
232.467114	1	271	180
131.536286	1	210	196.02
369.905069	1	2821	187.98
123.964324	1	2252	193.98
233.944336	1	1561	184.02
239.101694	1	1792	184.02
128.498992	1	855	193.98
113.01699	1	7319	226.02
240.934613	1	4124	192
166.566449	1	366	192
186.917729	1	951	186
97.069125	1	8342	258
179.022333	1	5320	192
179.027063	1	4937	226.02
179.139469	1	650	186
136.934663	1	1702	198
112.89955	1	5621	208.02
124.985118	1	4145	196.02
263.954529	1	1695	192
138.540608	1	1916	226.02
497.793722	1	208	130.02
225.953542	1	847	190.02
446.872511	1	3118	187.98
125.474837	1	358	193.98
147.015258	1	6762	226.02
253.955511	1	1924	184.02
267.94006	1	1244	187.98
258.944866	1	5048	192
148.064272	1	4258	202.02
217.96186	1	3536	187.98
321.930842	1	1871	186
261.947513	1	1656	178.02
322.926379	1	2317	190.02
93.024899	1	1019	226.02
189.021473	1	2691	216
189.02026	1	19968	223.98
189.031243	1	16773	196.02
127.481666	1	559	193.98
271.100905	1	1942	187.98
332.924247	1	1767	187.98
220.983142	1	5203	187.98
129.526953	1	444	198
199.942344	1	1373	186
134.487552	1	913	193.98
130.049645	1	11541	199.98
147.543346	1	435	196.02
189.165566	1	2005	198
189.163534	1	1390	220.02
229.946219	1	433	180
136.492485	1	839	193.98
207.966884	1	481	186
390.360062	1	274	162
274.926901	1	3613	192
275.132552	1	3833	187.98
276.946069	1	3494	190.02
169.605711	1	189	190.02
370.891097	1	3140	187.98
272.949929	1	1634	187.98
182.038542	1	15607	226.02
182.03471	1	6007	196.02
204.937711	1	1514	186
137.508068	1	3371	193.98
182.144859	1	398	190.02
382.893933	1	2185	187.98
354.905714	1	2719	187.98
282.928622	1	1496	186
132.972563	1	2331	193.98
278.442705	1	495	184.02
140.021663	1	1086	196.02
361.915928	1	3479	190.02
138.528468	1	3669	196.02
283.446971	1	531	190.02
235.448426	1	208	178.02
436.830398	1	249	162
364.918138	1	4121	187.98
283.949077	1	1882	192
289.934556	1	1270	186
105.964569	1	944	229.98
102.094013	1	851	262.02
133.529269	1	210	196.02
195.037651	1	2361	187.98
292.93999	1	3479	192
134.990516	1	2581	196.02
389.885971	1	2169	186
119.52691	1	270	226.02
467.876597	1	2597	187.98
107.961691	1	673	232.02
298.947756	1	1191	187.98
155.030187	1	10721	226.02
293.944784	1	1815	187.98
400.386451	1	895	187.98
399.890091	1	2033	190.02
497.851468	1	1333	186
361.40278	1	1247	184.02
218.983122	1	17684	187.98
117.997056	1	1763	199.98
256.119494	1	381	190.02
369.396638	1	957	181.98
243.447673	1	212	178.02
301.942742	1	1905	186
396.884633	1	2381	187.98
87.101	1	3275	271.98
244.448082	1	295	178.02
219.981625	1	5427	190.02
130.0873	1	57913	223.98
130.087337	1	42388	270
148.50965	1	183	199.98
121.995868	1	2251	205.98
155.505933	1	231	196.02
429.879403	1	2797	187.98
318.931312	1	2288	186
145.496513	1	2364	193.98
153.530019	1	488	223.98
333.908733	1	1141	181.98
321.420504	1	515	181.98
322.429432	1	482	184.02
319.929114	1	1688	184.02
323.928241	1	1569	190.02
247.106926	1	3777	187.98
212.069017	1	650	187.98
141.978093	1	3836	196.02
247.950288	1	1041	187.98
336.923212	1	1869	184.02
325.925009	1	1596	190.02
419.88322	1	2035	186
143.495877	1	334	196.02
132.02946	1	2046	223.98
266.440662	1	312	190.02
215.9337	1	520	186
250.950918	1	20403	187.98
252.440053	1	428	180
331.425909	1	641	186
181.636357	1	216	190.02
253.44937	1	366	178.02
254.45786	1	288	180
331.915169	1	1983	187.98
232.114078	1	1637	187.98
334.918224	1	2314	187.98
146.498912	1	620	193.98
351.404943	1	912	181.98
199.064465	1	2493	190.02
236.443796	1	205	180
184.594682	1	498	190.02
456.875616	1	2244	190.02
107.090573	1	8392	253.98
156.995063	1	7460	223.98
349.92449	1	2163	187.98
255.443798	1	288	181.98
153.027809	1	2754	223.98
212.952159	1	1398	193.98
133.03563	1	3071	226.02
256.928904	1	2941	190.02
367.393143	1	880	184.02
353.91919	1	2947	190.02
192.045738	1	18477	226.02
192.051893	1	6752	196.02
379.887978	1	1835	186
257.124338	1	1709	190.02
372.385432	1	510	184.02
120.033736	1	1810	228
202.100644	1	378	184.02
96.052102	1	735	270
381.400889	1	628	187.98
150.987122	1	2503	196.02
480.877691	1	2242	190.02
262.443692	1	400	180
449.878281	1	2215	187.98
358.9171	1	2786	187.98
361.152914	1	2084	187.98
459.872507	1	2481	187.98
377.893384	1	2559	187.98
263.136728	1	390	184.02
380.901272	1	4114	187.98
152.032655	1	3646	226.02
289.131571	1	785	190.02
387.890816	1	1718	187.98
264.462399	1	541	192
363.895264	1	1244	184.02
245.458279	1	458	190.02
245.949653	1	826	184.02
140.028892	1	2235	226.02
264.935424	1	1071	186
365.923653	1	2514	190.02
265.958523	1	2161	190.02
266.943286	1	2805	190.02
246.943136	1	1132	186
268.970092	1	6277	184.02
270.956944	1	3503	184.02
271.94875	1	2128	187.98
272.441445	1	337	181.98
372.902408	1	3566	190.02
161.528385	1	2045	223.98
277.941109	1	1586	186
278.944089	1	2355	190.02
137.035717	1	5107	226.02
414.903395	1	3039	190.02
375.903781	1	2174	190.02
279.945195	1	1433	187.98
281.953541	1	1531	190.02
162.51334	1	293	202.02
141.009491	1	2569	226.02
220.095191	1	636	192
254.948271	1	2415	187.98
432.886123	1	3001	187.98
431.881517	1	2705	190.02
201.09846	1	1413	187.98
392.887523	1	2522	190.02
434.888935	1	3019	187.98
394.38948	1	769	184.02
128.526825	1	261	226.02
397.901761	1	1865	190.02
284.438019	1	401	184.02
400.90698	1	3139	190.02
221.9955	1	1181	190.02
477.865711	1	1953	186
403.897948	1	2031	187.98
284.948097	1	3027	187.98
488.866435	1	2170	187.98
489.865976	1	1481	186
285.942847	1	1639	187.98
404.892863	1	3049	190.02
286.953278	1	2791	190.02
406.899076	1	1837	190.02
107.01952	1	937	226.02
409.882686	1	1882	184.02
410.88108	1	2753	186
152.512968	1	167	199.98
255.94906	1	1114	187.98
154.499911	1	1087	196.02
174.543577	1	1318	226.02
418.891144	1	2947	187.98
291.442433	1	398	180
169.020943	1	11619	226.02
233.097177	1	3409	190.02
294.439587	1	585	184.02
